TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
FI;18.932.519/0001-73;FONTE NOVA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1350.47;;;Outros;999 X 999
FI;18.936.155/0001-08;MOXUARA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;9068.30;;;Outros;999 X 999
FI;18.936.155/0001-08;MOXUARA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;20745.50;;;Outros;999 X 999
FI;18.936.227/0001-09;VINCI 112 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2650.73;;;Outros;999 X 999
FI;18.936.227/0001-09;VINCI 112 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;2332.64;;;Outros;999 X 999
FI;19.531.929/0001-75;BANESES CRÉDITO PRIVADO FUNDO DE INVESTIMENTO RENDA FIXA;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;9444.65;;;SDL;DI1 X IAP
FI;20.077.432/0001-08;TUCUNA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;4743.42;;;Outros;999 X 999
FI;20.077.432/0001-08;TUCUNA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;16939.59;;;Outros;999 X 999
FI;20.077.464/0001-03;BEAGLE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;4882.93;;;Outros;999 X 999
FI;20.077.464/0001-03;BEAGLE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;17062.36;;;Outros;999 X 999
FI;20.077.480/0001-04;JADE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;5022.44;;;Outros;999 X 999
FI;20.077.480/0001-04;JADE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;17185.13;;;Outros;999 X 999
FI;20.147.758/0001-64;FUNDO DE INVESTIMENTO MULTIMERCADO FUNBR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3450527.63;;;SDL;DI1 X IAP
FI;20.147.758/0001-64;FUNDO DE INVESTIMENTO MULTIMERCADO FUNBR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1769700.19;;;SDL;DI1 X IAP
FI;20.622.306/0001-97;DYNAMO GLOBAL MASTER FUNDO DE INVESTIMENTO EM AÇÕES - INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2748918.94;;;Outros;999 X 999
FI;20.622.306/0001-97;DYNAMO GLOBAL MASTER FUNDO DE INVESTIMENTO EM AÇÕES - INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;688856.53;;;Outros;999 X 999
FI;21.082.336/0001-10;BIRO-BIRO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;81568.43;;;Outros;999 X 999
FI;21.791.224/0001-39;DESTERRO FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;9918.02;;;SDL;DI1 X IAP
FI;22.791.190/0001-45;FUNDO DE INVESTIMENTO CAIXA MASTER CAPITAL PROTEGIDO BOLSA DE VALORES III MULTIMERCADO;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;4362014.37;;;SDP;DI1 X PRE
FI;22.946.029/0001-01;GERA INVEST AÇÕES FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2650.73;;;Outros;999 X 999
FI;22.946.029/0001-01;GERA INVEST AÇÕES FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;27863.42;;;Outros;999 X 999
FI;24.413.805/0001-25;XARÁ FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;5022.44;;;Outros;999 X 999
FI;24.413.805/0001-25;XARÁ FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;17185.13;;;Outros;999 X 999
FI;24.413.881/0001-30;GRANADA INVEST FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;4324.88;;;Outros;999 X 999
FI;24.413.881/0001-30;GRANADA INVEST FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;16571.28;;;Outros;999 X 999
FI;25.097.687/0001-56;ZUKUNFT FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1534.63;;;Outros;999 X 999
FI;25.097.687/0001-56;ZUKUNFT FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;14115.86;;;Outros;999 X 999
FI;25.423.162/0001-63;VICTORY FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;4185.37;;;Outros;999 X 999
FI;25.423.162/0001-63;VICTORY FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;16448.51;;;Outros;999 X 999
FI;26.173.300/0001-66;EXPERTISE MULTIMERCADO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;488388361.15;;;SDC;DI1 X DOL
FI;26.173.300/0001-66;EXPERTISE MULTIMERCADO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;22934168.89;;;SDC;DI1 X DOL
FI;26.253.887/0001-13;KGD FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;4324.88;;;Outros;999 X 999
FI;26.253.887/0001-13;KGD FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;16571.28;;;Outros;999 X 999
FI;26.725.144/0001-07;KPR DIAGRAMA MACRO FUNDO DE INVESTIMENTO MULTIMERCADO LIVRE;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;379054.62;;;Outros;999 X 999
FI;26.725.144/0001-07;KPR DIAGRAMA MACRO FUNDO DE INVESTIMENTO MULTIMERCADO LIVRE;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;324236.47;;;Outros;999 X 999
FI;27.825.196/0001-00;TOTA II FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;5580.49;;;Outros;999 X 999
FI;27.825.196/0001-00;TOTA II FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;17676.22;;;Outros;999 X 999
FI;27.825.212/0001-64;TOTA III FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2092.68;;;Outros;999 X 999
FI;27.825.212/0001-64;TOTA III FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1841.55;;;Outros;999 X 999
FI;27.883.656/0001-56;Nova Carteira Fundo de Investimento Multimercado - Investimento no Exterior Crédito Privado;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;792431.00;;;Outros;999 X 999
FI;27.883.656/0001-56;Nova Carteira Fundo de Investimento Multimercado - Investimento no Exterior Crédito Privado;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1132841.50;;;Outros;999 X 999
FI;28.663.511/0001-02;FUNDO DE INVESTIMENTO PREVIDENCIÁRIO CAIXA PREVINVEST MULTIMERCADO ESTRATÉGIA LIVRE;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;230523.62;;;SDP;DI1 X PRE
FI;29.011.016/0001-81;VINCI PORTIFOLIO 18B FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;10184.40;;;Outros;999 X 999
FI;29.011.016/0001-81;VINCI PORTIFOLIO 18B FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;21727.66;;;Outros;999 X 999
FI;29.045.966/0001-27;JIANG FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1485241.61;;;Outros;999 X 999
FI;29.045.966/0001-27;JIANG FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;24455642.51;;;Outros;999 X 999
FI;30.068.286/0001-08;FUNDO DE INVESTIMENTO CAIXA MASTER CAPITAL PROTEGIDO BOLSA DE VALORES II MULTIMERCADO;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;3214903.41;;;SDP;DI1 X PRE
FI;30.102.276/0001-41;SANTANDER HERMES RF FUNDO INCENTIVADO DE INVESTIMENTO EM INFRA;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;55792332.18;;;SDL;DI1 X IAP
FI;30.378.610/0001-94;BRAM FUNDO DE INVESTIMENTO MULTIMERCADO QAA HEDGE;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;46604.91;;;Outros;999 X 999
FI;30.453.162/0001-46;VINCI MULTIMANAGER BBDC FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;19113.20;;;Outros;999 X 999
FI;33.913.576/0001-07;DB II FIM INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;11908517.51;;;SDC;DI1 X DOL
FI;33.913.576/0001-07;DB II FIM INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;88138122.21;;;SCP;DOL X PRE
FI;33.913.576/0001-07;DB II FIM INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;78009924.71;;;SCP;DOL X PRE
FI;33.913.576/0001-07;DB II FIM INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;4860712.73;;;SDP;DI1 X PRE
FI;34.660.200/0001-92;FUNDO DE INVESTIMENTO CAIXA MASTER ESTRATÉGIA LIVRE MULTIMERCADO LONGO PRAZO;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1198724.42;;;SDP;DI1 X PRE
FI;34.799.086/0001-86;PANAMBY INNO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;203374.34;;;Outros;999 X 999
FI;35.690.218/0001-08;BB MULTIMERCADO OURO FUNDO DE INVESTIMENTO;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;27902.50;;;SCO;DOL X OZ1
FI;35.844.942/0001-30;PANAMBY B PREVIDÊNCIA FIFE MÁSTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;7324.40;;;Outros;999 X 999
FI;36.620.991/0001-52;ACE CAPITAL B PREVIDÊNCIA FIFE MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;372944.23;;;SCP;DOL X PRE
FI;36.671.885/0001-06;CDGS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;215723.45;;;SDP;DI1 X PRE
FI;37.235.820/0001-72;BRAM FUNDO DE INVESTIMENTO MULTIMERCADO OURO USD;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;2829033.07;;;Outros;999 X 999
FI;37.235.861/0001-69;BRAM FUNDO DE INVESTIMENTO MULTIMERCADO OURO;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;944528.12;;;Outros;999 X 999
FI;37.282.649/0001-52;WARREN TECH FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;136094.58;;;SCP;DOL X PRE
FI;37.332.430/0001-10;PANAMBY INNO MULTIMERCADO FIFE PREVIDENCIÁRIO FUNDO DE INVESTIMENTO;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;20752.48;;;Outros;999 X 999
FI;37.916.879/0001-26;DYNAMO COUGAR MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;33015129.77;;;Outros;999 X 999
FI;37.916.879/0001-26;DYNAMO COUGAR MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;16619713.61;;;Outros;999 X 999
FI;38.000.966/0001-00;CAPITALE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;59094.60;;;SCP;DOL X PRE
FI;38.000.966/0001-00;CAPITALE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;63526.14;;;SCP;DOL X PRE
FI;38.074.871/0001-22;GALAPAGOS ALTERNATIVOS GLOBAL MULTIGESTORES FEEDER BRL FUNDO DE INVESTIMENTO MULTIMERCADO IE;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;97300.23;;;SCP;DOL X PRE
FI;38.074.871/0001-22;GALAPAGOS ALTERNATIVOS GLOBAL MULTIGESTORES FEEDER BRL FUNDO DE INVESTIMENTO MULTIMERCADO IE;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;40475.06;;;SCP;DOL X PRE
FI;38.075.003/0001-67;SAF GLOBAL WEALTH FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;112468.87;;;SCP;DOL X PRE
FI;38.860.913/0001-50;BRAM FUNDO DE INVESTIMENTO MULTIMERCADO CREDIT GREEN;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;137107.61;;;Outros;999 X 999
FI;39.723.401/0001-05;BNP PARIBAS CAPITAL PROTEGIDO MASTER SUSTENTABILIDADE AGUA FIM;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2429576.00;;;SDP;DI1 X PRE
FI;39.768.839/0001-00;MFI FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;10881.97;;;Outros;999 X 999
FI;39.768.839/0001-00;MFI FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;47872.31;;;Outros;999 X 999
FI;39.851.758/0001-79;PGMPE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;9347.33;;;Outros;999 X 999
FI;39.851.758/0001-79;PGMPE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;33756.43;;;Outros;999 X 999
FI;39.937.544/0001-10;VINCI SELECTION LONG BIASED FI MULTIMERCADO;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;12765.39;;;Outros;999 X 999
FI;40.127.685/0001-56;VINCI RETORNO REAL FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;49387.42;;;Outros;999 X 999
FI;40.127.685/0001-56;VINCI RETORNO REAL FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;56226.32;;;Outros;999 X 999
FI;40.158.383/0001-45;SAN GIORGIO 3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3208.78;;;Outros;999 X 999
FI;40.158.383/0001-45;SAN GIORGIO 3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;2823.73;;;Outros;999 X 999
FI;40.209.612/0001-03;PEÔNIA FIM CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;6138.54;;;Outros;999 X 999
FI;40.209.612/0001-03;PEÔNIA FIM CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;18167.31;;;Outros;999 X 999
FI;40.225.969/0001-85;TVD FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;4882.93;;;Outros;999 X 999
FI;40.225.969/0001-85;TVD FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;17062.36;;;Outros;999 X 999
FI;40.225.985/0001-78;KLONDIKE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3208.78;;;Outros;999 X 999
FI;40.225.985/0001-78;KLONDIKE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;15589.12;;;Outros;999 X 999
FI;40.225.993/0001-14;APICE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2650.73;;;Outros;999 X 999
FI;40.225.993/0001-14;APICE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;15098.03;;;Outros;999 X 999
FI;71.586.432/0001-74;BRAM H FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO MULTI;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;20416806.18;;;SDL;DI1 X IAP
FI;71.586.432/0001-74;BRAM H FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO MULTI;2021-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;5693039.28;;;SDL;DI1 X IAP
FMP-FGTS;02.727.085/0001-30;MÁXIMA  FMP - FGTS  PETROBRAS;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FMP-FGTS;03.919.474/0001-20;BANESTES  FMP - FGTS  PETROBRAS;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FMP-FGTS;04.894.428/0001-86;BANESTES FMP-FGTS VALE DO RIO DOCE;2021-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
